,neg,neu,pos,compound
"bridge, container, created by youth, scbd, goalkeeper, bonge, friends, baim wong, citayamfashionweek, rights, update, bali, httpstcorjkbzmiov, httpstcoxywssoxe",0.0,0.746,0.254,0.6249
rt makkeuuuu graphic tee shopee recommendation under rb a thread scbd baim paula reply he is jeno citayam fash,0.0,1.0,0.0,0.0
"RT fpksdkijakarta is busy with the phenomenon of Citayam Fashion Week cfw, hamlet area, central Jakarta, scbd pay attention",0.072,0.928,0.0,-0.1027
"the phenomenon of Citayam Fashion Week CFW, Hamlet area, Central Jakarta, Scbd, pays attention to one of the representatives of the people of Jakarta, the PKS Israyani faction.",0.0,1.0,0.0,0.0
aniesbaswedan orders dkijakarta regional government satpolpp dki orderly soft bones scbd citayam fashion week kang ojek goodbye anies bablas danger httpstcorhrdkhskvu,0.145,0.855,0.0,-0.5267
"disband scbd fashion week, immediately stage the lgbt before anies baswedan takes office andalbh disband scbd fashion week because they don't immediately ask for accountability in the afterlife",0.0,1.0,0.0,0.0
citayamfashionweek dora scbd citayam fashion week complete httpstcowjyqfzuaf httpstcoiiuymyubl,0.0,1.0,0.0,0.0
"suddenly a windfall thanks to Citayam Fashion Week, the rates for making content with Bonge Bonge Citayamfashionweek SCBD Sudirman, complete httpstcohotlat via youtube",0.0,0.879,0.121,0.4404
brand rights in citayam fashion week wan collapse scbd rights httpstcoqxcxdkly httpstcorffirnabh,0.225,0.775,0.0,-0.4939
rt ncitjaem zya tired after waiting for me scbd fashion week watching dsana httpstcozqdffdhmft,0.182,0.818,0.0,-0.4404
zya is tired after waiting for me scbd fashion week watching there httpstcozqdffdhmft,0.195,0.805,0.0,-0.4404
httpstcoxrcuvh scbd baim paula reply he is jeno citayam fashion week bonge jeje created by the poor stolen by the rich mother maria astrid uya kuya putu isya httpstcorsuofzous,0.171,0.678,0.152,-0.1779
httpstcohtpywtw scbd baim paula reply he is jeno citayam fashion week bonge jeje created by the poor stolen by the rich mother maria astrid uya kuya putu isya httpstcoexvrjynsny,0.171,0.678,0.152,-0.1779
graphic tee shopee recommendation under rb a thread scbd baim paula reply he is jeno citayam fashion week bonge jeje created by the poor stolen by the rich mother maria astrid uya kuya putu isya httpstcoczhdamwdn,0.147,0.723,0.131,-0.1779
"Talking about Citayam Fashion Week, Baim Baimwong, canceled the name of Citayam Fashion Week. RK's rights even discussed the IG Twitter account belonging to Cinta Laura Xcintakiehlx, Volunteers are trash, scbd, genpico, scbd",0.0,1.0,0.0,0.0
"I don't care how many people at fashion week scbd, the background is dog oath, the facility has the power to bully people, doesn't it have brains, does the brain fall, zebra cross is injected, right?",0.15,0.85,0.0,-0.703
"RT Rawa Man Kemayu, which is actually happening, already knows about SCBD",0.0,1.0,0.0,0.0
nephilaxmus family residents of South Jakarta hamlet mrt haji nawi station Blok A station tacky private drive macthing concept walk away scbd fashion week,0.0,1.0,0.0,0.0
"nephilaxmus, dkijakarta, aniesbaswedan, yes, citayam fashion week, siech, the name of the mall is quiet, week, Bijimana, scbd children, express school of manners, move pol PP, keep the facilities in order",0.0,0.917,0.083,0.4019
"It's unethical to steal people's creativity from Gargara Baim, SCBD youth, holds a Citayam Fashion Week protest httpstcoendqcmuehu",0.353,0.539,0.108,-0.7096
"governor anies baswedan knows the term scbd sudirmancitayambogordepok, one of the elements of the cfw brand, abdul sofi allail, creates the name citayam fashion week, initiates the street fashion cfw title",0.0,0.935,0.065,0.2732
"the capital of the country, if it's your own fault, Citayam fashion week global radio info viral update trending scbd citayamfashionweek",0.119,0.881,0.0,-0.4019
rt mafazanews quo vadis scbd street fashion httpstcoylvzivdjs citayam fashion week,0.0,1.0,0.0,0.0
"It's really nice to use batik cloth, the trend of scbd fashion week, I hope you love products typical of the country, you are inspired to use batik cloth, you can only get rice, you know httpstcotjmdadjekq",0.0,0.705,0.295,0.9245
rt mediamonitor releases Citayam Fashion Week Baim supports scbd creativity httpstcokbkjmpchp,0.0,0.638,0.362,0.6249
"After the Citayam Fashion Week, Baim supports scbd creativity httpst kbkj pcp",0.0,0.662,0.338,0.6249
the voice of bonge teenager scbd citayam fashion week moved to hamlet page all kompas httpstcoznddgegabw opsiin httpstcocjzykpar,0.0,1.0,0.0,0.0
governor ridwan kamil joins Citayam fashion week to support the creativity of scbd youth httpstcoiziyzhxxz,0.0,0.71,0.29,0.6486
citayem fashion week phenomenon showing off hamlet outfit httpstcolhuyrxyx youtube fyp citayemfashionweek scbd indopos,0.0,1.0,0.0,0.0
Citayam fashion week phenomenon showing off hamlet outfit httpst cowasjp via youtube fyp citayemfashionweek scbd indopos,0.0,1.0,0.0,0.0
check top blouse women batwing jumbo bigsize oversize babyterry spandex httpstcokyznhweq isya asnawi mark lee citayam fashion week boeing azzam scbd baim httpstcogbupjccgs,0.0,0.924,0.076,0.2023
scbd jakarta riah tular madura makassar tunjung surabaya woodtangan poor madiun fashion week initiation of urban events,0.162,0.838,0.0,-0.4767
"Baim cancels claim of rights to Citayam Fashion Week Citayam Fashion Week Mother Maria Wendy is cold while working Prabowo, evidence of Arthur Peach, condemns the reform of the National Police, Citayamfashionweek, Citayam SCBD Baimwong httpstcoitfjqtv httpstcomaimbixd",0.129,0.871,0.0,-0.6369
step aside foto minggir jeje scbd yelling at random people on citayem fashion week celebrity life walking screaming being uncomfortable httpstcoppssszmm,0.215,0.785,0.0,-0.6369
"I love Citayam Fashion Week, pictures of Indonesian young people whose achievements are very representative, there are no spotlights for scbd cfw",0.087,0.748,0.165,0.4588
deputy governor of dki remembers scbd youth be careful lgbt citayam fashion week httpstcodcyzdzhl,0.0,0.89,0.11,0.1531
tears baim withdraw the list of citayam fashion week httpstcotchuvgvi citayam fashion week scbd baimwong tigerwong creativity,0.097,0.769,0.133,0.1779
scbd teenager bonge doesn't have a fashion week to move to hamlet httpstcofbikwic,0.0,1.0,0.0,0.0
"Angry crowds, Citayam fashion week, traffic jams, men rampage, scbd children give victims to residents httpstcormhdzqba",0.286,0.714,0.0,-0.6808
"rt mediamonitor embarrassed Baim's criticism of the list of Citayam Fashion Week rights, ridwan Kamil, angry with SCB teenagers",0.352,0.648,0.0,-0.8271
"hey scbd friends, uh, I mean, my friend, Sahabatbahari, has eaten fish, I like to eat fish, so I'm excited to join the Citayam Fashion Week trend hehehe httpstcozqmgzqn",0.0,0.617,0.383,0.9132
"shame on Baim's criticism, list of Citayam fashion week rights, ridwan Kamil, angry with scbd teenagers because of their behavior httpstcophdqdiy",0.341,0.659,0.0,-0.8519
tunjung qqqql fashion week ala teenager scbd disbanded as mayor of surabaya httpstcovmfvtlry,0.0,1.0,0.0,0.0
Serunipuspaalam tante joice ya uni k Kamaruddin fashion scbd citayem fashion week,0.0,1.0,0.0,0.0
rt metro tv police duty closes zebra cross lane teenager fashion aga area citayam fashion w,0.0,1.0,0.0,0.0
public baim wrong baim belongs to the idea of ​​public fashion week citayam list stops blaspheming Paula httpstcovyazuiykhm,0.227,0.773,0.0,-0.5719
"Citayam fashion week, think of the goods I imitate, buy land, brother, style market, citayamfashionweek, citayam scbd httpstcobtvsrke",0.0,1.0,0.0,0.0
don't hesitate to hate Laura's love picks up trash from Sera Dukuh directly Citayam Fashion Week Tempoceleb httpstcovcwbpqscse,0.0,0.625,0.375,0.8407
"Menparekraf Sandiaga Uno responds to the Citayam Fashion Week phenomenon, Password I exist, Jeje Bonge cs, quickly dimming scbd trends, hope harajuku httpstcooxfvbr",0.0,0.879,0.121,0.4404
"Infatuated with the Citayam Fashion Week cfw phenomenon, the public spotlight comes with viral scbd models, jeje bonge roy dates, attracts the attention of Indonesian celebrities httpstcoonhwxto",0.0,0.865,0.135,0.4404
"hazumidayo join scbd fashion week, mi",0.0,0.694,0.306,0.296
Infotourism Citayam Fashion Week Sandaga expert level ABG SCBD httpstcohzhocggq,0.0,1.0,0.0,0.0
the phenomenon of pure citayam fashion week created by young people Merahputihcom citayam youth fashion scbd httpstcoqrgpwayd,0.0,0.889,0.111,0.25
the series of bonge scbd motorbikes from the Citayam fashion week choose an automatic motorbike httpstcoluxarudzm,0.0,1.0,0.0,0.0
"RT Vikeponto Pdemokratjkt is cool, fully supports events that are positive, for example fashion week, let's be busy millennials",0.0,0.648,0.352,0.8268
excited love laura scbd picks up trash Citayam fashion week httpstcoekxhpfqj m mother maria tasyi bible boycotthulu reformation police imei PBNU Citayam fashion week,0.0,0.761,0.239,0.765
suitable for citayam fashion week scbd type of comfortable trendy women's jeans httpstcowmdhpicv,0.0,0.784,0.216,0.5106
gera scbd cutayam fashion week gera grassroots httpstconjqghshdzt,0.0,1.0,0.0,0.0
install artist Baim Paula Verhoven List of brands Citayam fashion week Hak ridwan Kamil advice Baim take care of the world commercial side ksc gtvnews bulletininewspagi citayamfashionweek scbd baimwong hak ridwankamil httpstcohavttxtz,0.0,0.763,0.237,0.8402
legawabaim ​​wife let go of child scbd to play politics the benefits of inviting the meaning of the benefits of top baimampistri httpstcoddgvdowdkd,0.0,0.606,0.394,0.8658
teenager sudirman Citayam Bojong Gede Depok Scbd intends to move the location of Citayam Fashion Week Pik Pantai Indah Kapuk moved location due to the impact of the densely packed Hamlet area visiting the city of Cekdulumedcom httpstcodygmlhxq httpstconaetlduw,0.0,1.0,0.0,0.0
"You're the phenomenon of scbd fashion week, hold on until it's a trend",0.0,1.0,0.0,0.0
rt olivvvvv voidotid even though it's not good it's good samsek but why is scbd doing performance that supports a lot of people,0.133,0.741,0.127,0.2129
rt kopigalau try citayam fashion week scbd viral httpstcomqxlmnwvm happy monday morning tweeps httpstcovx,0.0,0.778,0.222,0.5719
Baim Wong's clarification finally canceled the Citayam Fashion Week brand patent Baim Wong Citayamfashionweek scbd httpstcognqusuka,0.0,1.0,0.0,0.0
"recommendations for black mamba outfit ramein citayam fashion week scbd thread are you aware that the viral cfw is changing people's perspectives, wearing them, looking cool, not expensive outfits, just be yourself httpstcoadnadadmb",0.0,0.933,0.067,0.3182
"RT about INews, boys and girls make up for Citayam Fashion Week, Hamlet, Jakarta, Govt Center",0.0,1.0,0.0,0.0
"Citayam fashion week, the colors of the Sudirman Hamlet, Jakarta, children create a lively trend in the Citayam Bojong Gede residents' area, Citayamfashionweek scbd httpstcoiwepmrboz",0.0,0.815,0.185,0.6124
excited love laura scbd picks up trash Citayam fashion week httpstcoekxhpfqj m vivoxseriesg Maria Citayam fashion week,0.0,0.68,0.32,0.765
hourswib live tvone fashion week scbd economics creative local child amp youngfashions nitizen is outrageous amp excessive intention amp wrong o nitizen etc.,0.218,0.679,0.104,-0.4939
police duty to close the zebra cross lane for teenagers fashion week area citayam fashion week youth action value function zebra cross appropriate for headlinenewsmetrotv citayamfashionweek scbd socialhumanist httpstcormiyaprf,0.0,0.921,0.079,0.34
rt @gadisresidu b repost by peter f gontha adult political age student shake party de party,0.094,0.608,0.298,0.5719
many invite pros and cons social media Baim Indigo Aditya breaks off copyright list Citayam Fashion Week Instagram source Quotes Baim Baimwong Copyright Citayam scbd cfw dukuhatas scbdfashionweek httpstcoqemtxzzku,0.0,0.946,0.054,0.1531
ngetehsuu hahaha week yaa Citayam fashion day httpstcoekxhpfqj,0.0,0.66,0.34,0.5574
"Raidenkha is really scary, bro, lgbt citayam fashion week httpstcoekxhpfqj",0.28,0.72,0.0,-0.5413
the meaning of the term haradukuh hits citayam fashion week scbd slebew httpstcoznizmasfp,0.0,1.0,0.0,0.0
Satpol PP orderly male teen Kemayu Citayam fashion week citayemfashionweek Satpolpp social service scbd sudirman httpstcobglcpab,0.0,1.0,0.0,0.0
excited love laura scbd picking up trash Citayam fashion week httpstcoekxhpfqj jogja kemul focus pss singapore morning papin jimmy fallon todayswebtoon boycotthulu new zealand coachella,0.0,0.777,0.223,0.765
repost by peter f gontha adult political age student universe democracy party entertain generation continues free ideology scbd citayaman fashion week httpstcodmlxsuzzfn,0.0,0.684,0.316,0.8074
"Claims from PT Tiger or not, Citayam Fashion Week, Maria Wendy's mother, is cold. Prabowo's work, evidence of Arthur Peach, condemns, checks the video httpstcobpmluamwu reformation of the National Police, Citayamfashionweek Citayam SCBD Baimwong httpstcomyxtgvddu",0.088,0.912,0.0,-0.5106
anticipation of infection with lgbt scbd citayam fashion week men in kemayu is safe httpstcobabcpbnpo httpstcoyhxyys,0.0,0.765,0.235,0.5106
gabriellealixia adityaeduarto yup different achievements httpstcoekxhpfqj,0.0,1.0,0.0,0.0
skylerdevin hope to meet you httpstcoekxhpfqj,0.0,0.633,0.367,0.4404
zahrakint omgg so happy for youu kakkk httpstcoekxhpfqj,0.0,0.596,0.404,0.6948
"people ask for photos of the eternal crowd, the wrong moment of the pioneers of Citayam fashion week httpstcoumiodimt",0.147,0.853,0.0,-0.4767
blinkzyrj age difference sis jeje httpstcoekxhpfqj,0.0,1.0,0.0,0.0
ronanavillera true httpstcoekxhpfqj,0.0,0.417,0.583,0.4215
rrizkikiki dani prasetyo xcintakiehlx iyup really like seeing people really charismatic httpstcoekxhpfqj,0.0,0.798,0.202,0.4201
gallybiting kemalpalevi really different jejee slebew httpstcoekxhpfqj,0.0,1.0,0.0,0.0
grace hekiehlx xcintakiehlx love so much love laura panutanq song oh baby httpstcoekxhpfqj,0.0,0.472,0.528,0.9042
rt thinks people anticipate infection with lgbt scbd citayam fashion week men's kemayu is safe httpstcofhxzdmahnv,0.0,0.838,0.162,0.4404
anantonaar xrahmathekiehlx xcintakiehlx sii kakk httpstcoekxhpfqj,0.0,1.0,0.0,0.0
go for scbd citayem fashion week don't go if lgbt gay then just leave the order,0.074,0.926,0.0,-0.0516
"httpstcoxwhwwhuk lifts up on podcast, understands citayam fashion week scbd hamlet",0.0,1.0,0.0,0.0
"it's safe, what do you mean by being rented out by hijihiji httpstcovkhjugq httpstcomokxl",0.0,0.818,0.182,0.4404
"noisy scbd citayam fashion week, do you think the child is going to school scbd citayam citayamfashionweek",0.096,0.904,0.0,-0.1779
"Minister of Tourism, Creative Economy, Menparekraf, Sandiaga Uno, I train, assist youth, Sudirman Citayam Bojong Gede, Depok, SCBD, to engage with Citayam Fashion Week CFW trends, httpstcopzyazfb",0.0,0.819,0.181,0.6486
rt culturamagz phenomenon citayam fashion week youth scbd block m cash mejeng location phenomenon youth bus,0.172,0.828,0.0,-0.4404
